depth,height,id,line_id,package,pn,type_id,vendor_id,volume,weight,width,long_desc,prices,cad_files,item_groups
,,KP_TUU3654,line5084,1,KP_TUU3654,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 36"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '217.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU3654_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU3654_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU3660,line5084,1,KP_TUU3660,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 36"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '234.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU3660_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU3660_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU4224,line5084,1,KP_TUU4224,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 42"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '248.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU4224_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU4224_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU4230,line5084,1,KP_TUU4230,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 42"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '183.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU4230_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU4230_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU4236,line5084,1,KP_TUU4236,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 42"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '197.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU4236_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU4236_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU4242,line5084,1,KP_TUU4242,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 42"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '209.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU4242_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU4242_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU4248,line5084,1,KP_TUU4248,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 42"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '222.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU4248_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU4248_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU4254,line5084,1,KP_TUU4254,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 42"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '235.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU4254_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU4254_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU4260,line5084,1,KP_TUU4260,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 42"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '254.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU4260_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU4260_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU5124,line5084,1,KP_TUU5124,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 51"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '268.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU5124_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU5124_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU5130,line5084,1,KP_TUU5130,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 51"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '204.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU5130_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU5130_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU5136,line5084,1,KP_TUU5136,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 51"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '215.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU5136_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU5136_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU5142,line5084,1,KP_TUU5142,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 51"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '226.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU5142_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU5142_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU5148,line5084,1,KP_TUU5148,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 51"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '240.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU5148_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU5148_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU5154,line5084,1,KP_TUU5154,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 51"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '258.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU5154_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU5154_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU5160,line5084,1,KP_TUU5160,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 51"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '273.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU5160_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU5160_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU6624,line5084,1,KP_TUU6624,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 66"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '290.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU6624_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU6624_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU6630,line5084,1,KP_TUU6630,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 66"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '224.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU6630_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU6630_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU6636,line5084,1,KP_TUU6636,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 66"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '235.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU6636_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU6636_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU6642,line5084,1,KP_TUU6642,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 66"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '244.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU6642_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU6642_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU6648,line5084,1,KP_TUU6648,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 66"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '260.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU6648_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU6648_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU6654,line5084,1,KP_TUU6654,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 66"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '275.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU6654_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU6654_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TUU6660,line5084,1,KP_TUU6660,,vendor01,,,,"Standard Panel Universal Lay in Channel and Base 66"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '293.00'}]","[{'view_id': 'view42', 'file': 'KP_TUU6660_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TUU6660_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3024,line5084,1,KP_TWW3024,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 30"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '309.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3024_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3024_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3030,line5084,1,KP_TWW3030,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 30"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '169.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3030_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3030_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3036,line5084,1,KP_TWW3036,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 30"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '169.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3036_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3036_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3042,line5084,1,KP_TWW3042,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 30"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '179.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3042_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3042_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3048,line5084,1,KP_TWW3048,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 30"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '187.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3048_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3048_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3054,line5084,1,KP_TWW3054,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 30"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '202.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3054_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3054_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3060,line5084,1,KP_TWW3060,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 30"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '215.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3060_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3060_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3624,line5084,1,KP_TWW3624,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 36"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '232.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3624_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3624_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3630,line5084,1,KP_TWW3630,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 36"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '245.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3630_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3630_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3636,line5084,1,KP_TWW3636,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 36"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '172.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3636_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3636_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3642,line5084,1,KP_TWW3642,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 36"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '181.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3642_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3642_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3648,line5084,1,KP_TWW3648,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 36"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '190.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3648_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3648_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3654,line5084,1,KP_TWW3654,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 36"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '204.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3654_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3654_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW3660,line5084,1,KP_TWW3660,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 36"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '217.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW3660_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW3660_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW4224,line5084,1,KP_TWW4224,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 42"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '234.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW4224_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW4224_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW4230,line5084,1,KP_TWW4230,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 42"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '248.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW4230_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW4230_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW4236,line5084,1,KP_TWW4236,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 42"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '183.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW4236_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW4236_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW4242,line5084,1,KP_TWW4242,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 42"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '197.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW4242_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW4242_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW4248,line5084,1,KP_TWW4248,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 42"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '209.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW4248_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW4248_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW4254,line5084,1,KP_TWW4254,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 42"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '222.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW4254_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW4254_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW4260,line5084,1,KP_TWW4260,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 42"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '235.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW4260_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW4260_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW5124,line5084,1,KP_TWW5124,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 51"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '254.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW5124_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW5124_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW5130,line5084,1,KP_TWW5130,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 51"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '268.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW5130_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW5130_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
