depth,height,id,line_id,package,pn,type_id,vendor_id,volume,weight,width,long_desc,prices,cad_files,item_groups
,,KP_TWW5136,line5084,1,KP_TWW5136,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 51"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '204.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW5136_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW5136_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW5142,line5084,1,KP_TWW5142,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 51"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '215.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW5142_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW5142_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW5148,line5084,1,KP_TWW5148,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 51"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '226.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW5148_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW5148_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW5154,line5084,1,KP_TWW5154,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 51"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '240.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW5154_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW5154_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW5160,line5084,1,KP_TWW5160,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 51"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '258.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW5160_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW5160_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW6624,line5084,1,KP_TWW6624,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 66"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '273.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW6624_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW6624_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW6630,line5084,1,KP_TWW6630,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 66"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '290.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW6630_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW6630_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW6636,line5084,1,KP_TWW6636,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 66"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '224.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW6636_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW6636_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW6642,line5084,1,KP_TWW6642,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 66"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '235.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW6642_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW6642_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW6648,line5084,1,KP_TWW6648,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 66"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '244.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW6648_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW6648_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW6654,line5084,1,KP_TWW6654,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 66"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '260.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW6654_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW6654_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TWW6660,line5084,1,KP_TWW6660,,vendor01,,,,"Standard Panel Conventional Cable Way and Base 66"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '275.00'}]","[{'view_id': 'view42', 'file': 'KP_TWW6660_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TWW6660_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3024,line5084,1,KP_TXX3024,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 30"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '293.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3024_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3024_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3030,line5084,1,KP_TXX3030,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 30"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '309.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3030_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3030_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3036,line5084,1,KP_TXX3036,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 30"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '169.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3036_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3036_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3042,line5084,1,KP_TXX3042,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 30"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '169.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3042_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3042_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3048,line5084,1,KP_TXX3048,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 30"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '179.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3048_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3048_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3054,line5084,1,KP_TXX3054,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 30"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '187.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3054_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3054_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3060,line5084,1,KP_TXX3060,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 30"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '202.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3060_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3060_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3624,line5084,1,KP_TXX3624,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 36"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '215.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3624_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3624_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3630,line5084,1,KP_TXX3630,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 36"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '232.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3630_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3630_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3636,line5084,1,KP_TXX3636,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 36"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '245.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3636_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3636_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3642,line5084,1,KP_TXX3642,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 36"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '172.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3642_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3642_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3648,line5084,1,KP_TXX3648,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 36"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '181.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3648_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3648_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3654,line5084,1,KP_TXX3654,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 36"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '190.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3654_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3654_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX3660,line5084,1,KP_TXX3660,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 36"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '204.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX3660_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX3660_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX4224,line5084,1,KP_TXX4224,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 42"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '217.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX4224_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX4224_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX4230,line5084,1,KP_TXX4230,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 42"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '234.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX4230_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX4230_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX4236,line5084,1,KP_TXX4236,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 42"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '248.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX4236_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX4236_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX4242,line5084,1,KP_TXX4242,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 42"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '183.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX4242_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX4242_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX4248,line5084,1,KP_TXX4248,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 42"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '197.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX4248_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX4248_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX4254,line5084,1,KP_TXX4254,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 42"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '209.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX4254_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX4254_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX4260,line5084,1,KP_TXX4260,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 42"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '222.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX4260_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX4260_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX5124,line5084,1,KP_TXX5124,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '235.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5124_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5124_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX5130,line5084,1,KP_TXX5130,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '254.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5130_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5130_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX5136,line5084,1,KP_TXX5136,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '268.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5136_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5136_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX5142,line5084,1,KP_TXX5142,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '204.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5142_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5142_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX5148,line5084,1,KP_TXX5148,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '215.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5148_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5148_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX5154,line5084,1,KP_TXX5154,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '226.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5154_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5154_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX5160,line5084,1,KP_TXX5160,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 51"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '240.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX5160_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX5160_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6624,line5084,1,KP_TXX6624,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 24"" Width","[{'zone_id': 'zone1', 'price': '258.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6624_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6624_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6630,line5084,1,KP_TXX6630,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 30"" Width","[{'zone_id': 'zone1', 'price': '273.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6630_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6630_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6636,line5084,1,KP_TXX6636,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 36"" Width","[{'zone_id': 'zone1', 'price': '290.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6636_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6636_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6642,line5084,1,KP_TXX6642,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 42"" Width","[{'zone_id': 'zone1', 'price': '224.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6642_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6642_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6648,line5084,1,KP_TXX6648,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 48"" Width","[{'zone_id': 'zone1', 'price': '235.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6648_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6648_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6654,line5084,1,KP_TXX6654,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 54"" Width","[{'zone_id': 'zone1', 'price': '244.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6654_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6654_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
,,KP_TXX6660,line5084,1,KP_TXX6660,,vendor01,,,,"Standard Panel Floor Flush Cable Way and Base 66"" Height 60"" Width","[{'zone_id': 'zone1', 'price': '260.00'}]","[{'view_id': 'view42', 'file': 'KP_TXX6660_2D.dwg'}, {'view_id': 'view43', 'file': 'KP_TXX6660_3D.dwg'}]","[{'group_id': 'grp1065'}, {'group_id': 'grp1066'}, {'group_id': 'grp1067'}]"
